kernel_size;number_repeat;overall_acc;average_acc
1.0;1.0;0.8055555555555555;0.6058201058201058
1.0;2.0;0.8333333333333334;0.75
1.0;3.0;0.8055555555555557;0.625
2.0;1.0;0.8055555555555555;0.6944444444444445
2.0;2.0;0.8333333333333334;0.6369047619047619
2.0;3.0;0.8333333333333334;0.6891534391534391
3.0;1.0;0.8055555555555555;0.623015873015873
3.0;2.0;0.7777777777777777;0.5833333333333334
3.0;3.0;0.8611111111111112;0.6527777777777778
