train_acc;train_loss;test_acc;test_loss
0.5189662821650399;0.06242912413078065;0.5474896480331263;0.05841912523559902
0.5370175244010648;0.05929708184662813;0.5819099378881988;0.056765873147093734
0.5421657793552204;0.05961362092021089;0.5675465838509317;0.05896183508245841
0.5400815217391305;0.06135270573337626;0.5789337474120082;0.05718264542520046
0.5442435669920143;0.05841118731298802;0.6011904761904762;0.055082680846469986
0.551131322094055;0.05847093233873385;0.5701345755693582;0.05657125566748605
0.5516938141716314;0.05948828769303997;0.579580745341615;0.059197985931583076
0.5541883873114464;0.058696196640130156;0.5597826086956522;0.057692719623446465
0.5544525781327024;0.060464971507928386;0.6026138716356109;0.05658497844917187
0.551702528837622;0.06177443425570216;0.5;0.06263321872962557
0.5464073969508753;0.06187211393569567;0.5183747412008282;0.061062214410175446
0.5414771887015675;0.06299782139451607;0.5027173913043478;0.06213152608361797
0.5387174936864377;0.06180318320019645;0.5190217391304348;0.060049538271150726
0.539326910888579;0.05952669737964683;0.5460662525879918;0.058923859419166176
0.5402099970422953;0.058943047841883596;0.5348084886128365;0.05933385628505029
0.540521711401952;0.05922514061379877;0.5456780538302277;0.05844151582298936
0.540927240461402;0.059043796443791124;0.5502070393374742;0.059772593873566475
0.5415711574484866;0.05895259138775168;0.5476190476190476;0.05777050565550293
0.5421648064260028;0.05809420911791902;0.5769927536231884;0.05792769271394481
0.5433396184560781;0.058459160097452424;0.582427536231884;0.05658119223148063
0.5440460345628935;0.05829119136244614;0.5852743271221532;0.056199855130651725
0.5448394772928934;0.05804231360277034;0.5734989648033126;0.05837613274005876
0.5456314378303306;0.05860851080336186;0.5652173913043478;0.06004067985475927
0.5462950125702455;0.058258505896751925;0.5816511387163561;0.05624060465049916
0.5472648624667259;0.05771579331955554;0.5504658385093167;0.057813456012071045
0.5482710224558051;0.05809211076138923;0.6033902691511387;0.05584455227506333
0.5492848105425745;0.057075026728536774;0.5925207039337473;0.05763391445836295
0.5499013658258334;0.05764124026487333;0.5881211180124224;0.055231766397322433
0.5512250252424808;0.056810125106980344;0.5887681159420289;0.058490808999192886
0.5523236468500444;0.057304068242911226;0.609860248447205;0.055916215684534844
0.5536179408649856;0.055738243419006;0.5637939958592133;0.05819732474460118
0.554649373336291;0.05608393497163464;0.5982142857142857;0.05584908508952113
0.5557779435885026;0.05666352614112522;0.6123188405797102;0.054867482919623886
0.5570309645597369;0.056217257211112086;0.6111542443064182;0.05410096878050894
0.5580872100392953;0.056427838593166066;0.620212215320911;0.053590166395989014
0.5592603889381841;0.055035457755467906;0.6211180124223602;0.05326941253050514
0.5602022830283699;0.05608359490584883;0.6191770186335404;0.054294910497855446
0.5608771540652874;0.056262103898554856;0.5600414078674949;0.05786651594267375
0.560824915250381;0.05908981377478712;0.5641821946169773;0.057469085965683495
0.5608945208518189;0.057855568178322006;0.5719461697722568;0.05705543253840743
0.5613002358949943;0.05700348229697032;0.5597826086956522;0.057231603784189705
0.5614542400811257;0.05814622492986436;0.5772515527950312;0.056316778225743255
0.5612232000990487;0.05896331615144421;0.5650879917184265;0.05756707265433194
0.5611917197709123;0.05821476488009743;0.5944616977225673;0.05476168070690356
0.5619269446909199;0.05622485168972371;0.5851449275362319;0.055845603643768074
0.5626832491030439;0.0560816559963715;0.6084368530020704;0.05388367653864881
0.5628539806301798;0.05800451199460474;0.5562888198757764;0.0583581795403059
0.5625300391895889;0.060070974601907016;0.5447722567287785;0.05970799064506655
0.5618469659381055;0.060154311173821085;0.5625;0.05800092557742112
0.5615505767524401;0.05872279322295455;0.5551242236024845;0.05765247434053732
0.5614767646188911;0.05821119253494725;0.5859213250517599;0.05623674830016882
0.5617555968875846;0.05687733316180869;0.5949792960662527;0.055250835807427116
0.5623890860692103;0.055850895896831655;0.6097308488612836;0.054534247819928154
0.5628255529264847;0.05682704903139091;0.6076604554865425;0.05444221503600694
0.5633338710978463;0.05568917049384265;0.6196946169772256;0.0541476395143115
0.563976541703638;0.055760638429696516;0.634575569358178;0.05356072321318198
0.5645305032768256;0.055137456828577916;0.605072463768116;0.056421926137113915
0.565119863537619;0.05492002628049495;0.6160714285714285;0.053406990929574204
0.5657061645586753;0.05452232578804034;0.6099896480331263;0.0530578753762487
0.5663108178053831;0.05497653951278384;0.6190476190476191;0.05313292763911295
0.5670147424614893;0.05388356423618631;0.6547619047619048;0.05188948100945656
0.5675689455305264;0.05443689354365657;0.6310817805383022;0.05273261836365513
0.5682270320136337;0.05428562880210255;0.6356107660455486;0.052616317311058876
0.5689832658606921;0.0541744425846553;0.6392339544513457;0.05252233312289784
0.5696283530134462;0.054120876866838204;0.6438923395445135;0.0518329203452753
0.570378250114275;0.05314117623782306;0.6209886128364389;0.05228528761021469
0.5709600842283702;0.053674105022634776;0.6288819875776398;0.05289621216555437
0.5718371587765542;0.052554368671978484;0.6384575569358178;0.05172710684870464
0.5727008667361085;0.052856468821164244;0.6519151138716356;0.04994669995284167
0.5735264292052225;0.052503890363696196;0.6529503105590062;0.05083133536728396
0.5744466800804829;0.05234173608955389;0.6521739130434783;0.050325104426862534
0.5752335354431628;0.05231790427373063;0.6612318840579711;0.05040836968607661
0.5760170655516524;0.05217029297759074;0.6692546583850932;0.04951472795042007
0.5768880848461594;0.05165168927600665;0.6574792960662527;0.049938007244381355
0.5778186926944692;0.05172064911967479;0.6457039337474121;0.051587406977795174
0.5785387381497221;0.052471183332967464;0.6521739130434783;0.050268676347922585
0.5794179755470794;0.0506989196729586;0.6638198757763976;0.04898683639054281
0.5803166166132004;0.05131100462923139;0.6585144927536232;0.05104930491011212
0.5811468781238417;0.05157682357460075;0.6748188405797102;0.04818040993658529
0.5819508374001775;0.050584888039446024;0.6603260869565217;0.049152354939260345
0.5827020824432834;0.05076524022943485;0.6711956521739131;0.04796804034191629
0.5834552935702383;0.051266067077099166;0.6748188405797102;0.0480488583351067
0.5841997092184176;0.0511099267056825;0.6574792960662527;0.049771421265019024
0.584704572822918;0.05256029956551812;0.6711956521739131;0.04840571473798026
0.5853528367868888;0.05121253745526261;0.667572463768116;0.049098892636813114
0.5860782381709003;0.05049446328132419;0.6829710144927537;0.04884520348539387
0.586756366714602;0.05100466153636482;0.6648550724637681;0.049152617302277817
0.587373709365169;0.050392326291488564;0.6766304347826086;0.047506436408645866
0.5880831081822079;0.05060528153958528;0.6721014492753623;0.04776229982034884
0.5889190821256038;0.05003956727313329;0.6856884057971014;0.0470559244732494
0.5895282623321666;0.05045632467321728;0.6657608695652174;0.04907740571576616
0.5901645866286024;0.049914108716553045;0.6567028985507246;0.04984931852938472
0.5909512121819275;0.04959645427717185;0.6485507246376812;0.050245577604442405
0.5916609243142216;0.050030803435152364;0.6802536231884058;0.04708648097795853
0.5923609489562415;0.048956339611955314;0.6438923395445135;0.050179636969730476
0.5928863732993198;0.051361017588595424;0.6838768115942029;0.04605157602497417
0.5935673350469727;0.0494575286226243;0.6594202898550725;0.0477604019874032
0.5941670590152655;0.05011701579234615;0.6684782608695652;0.04654929202481888
0.5948605397363161;0.04935939829819691;0.6494565217391305;0.04815629767119021
0.5955440328305236;0.04909356512268138;0.6784420289855072;0.04702978924024796
