train_acc;train_loss;test_acc;test_loss
0.5578595534787124;0.05956345364869198;0.609472049689441;0.05500892922282219
0.5675947559709242;0.05693714017181939;0.5027173913043478;0.07261262646457856
0.5737928348909658;0.05660277413569878;0.6076604554865425;0.054582728369944336
0.5818568276220146;0.05541123434715553;0.6176242236024845;0.05452558800470138
0.5877596053997923;0.05525020079983172;0.654891304347826;0.051641601448257766
0.5951994634821737;0.05330865163460513;0.6648550724637681;0.050777109285843544
0.6012878282153983;0.0523522035088216;0.652432712215321;0.05078397950400477
0.6056675103842161;0.0520551686270911;0.6387163561076604;0.05112042337440062
0.6091568593515634;0.052123729841685;0.6713250517598344;0.04943361844651509
0.6133859034267913;0.0511664845385934;0.6749482401656315;0.049487247145262314
0.6159728122344945;0.05159394666436491;0.5966614906832298;0.056320539081766124
0.6185855832467981;0.05136046300981646;0.6648550724637681;0.049951046111359115
0.6202746824826265;0.05228187318461892;0.6330227743271222;0.055434287026308586
0.617986018394897;0.05644482493725521;0.5745341614906833;0.05657619367475095
0.6168700242298374;0.05548875965178013;0.6574792960662527;0.05059394882856936
0.6174430490654207;0.05326188433729692;0.6594202898550725;0.05059029650537
0.6190367112577119;0.051626869506344805;0.6621376811594203;0.048454553077834236
0.6209887360101535;0.050179424478071874;0.6657608695652174;0.047926285790036556
0.621247677214844;0.05327590613559213;0.6158126293995859;0.05366622564801271
0.6223147066458983;0.05181409889466573;0.640527950310559;0.04980792469628479
0.6238101419176186;0.050480849614419114;0.6728778467908902;0.04818179520467917
0.62534663220995;0.05012620190547263;0.6621376811594203;0.04701669732837573
0.6269978328592714;0.050101106600528376;0.6359989648033126;0.04987159066334151
0.6287101938386986;0.048504791048433735;0.6068840579710145;0.055654320271982666
0.630572429906542;0.04739023028144677;0.7001811594202898;0.043621987151656896
0.6324074906142664;0.04674156016243674;0.6425983436853002;0.050828976448679314
0.634338583131418;0.0465767059672473;0.6850414078674949;0.045224446803331375
0.6360425011125945;0.0467421775567708;0.7049689440993789;0.04338802956044674
0.6377788520070182;0.046318048843388616;0.6406573498964804;0.051291182988147804
0.6385524835583247;0.04927885866900935;0.6965579710144928;0.04680445666114489
0.6389579774227047;0.05030430637508909;0.6009316770186336;0.053498547605198364
0.6395013953790238;0.04951302010879338;0.6847826086956522;0.04692558474514796
0.6399105934736775;0.050029125212578573;0.6586438923395445;0.0493791479671347
0.6402670881436687;0.05029653962063269;0.6828416149068324;0.04719359727333421
0.6405865227711023;0.05019456637599665;0.676371635610766;0.04691182468356429
0.6411072530864198;0.04976043207832029;0.6838768115942029;0.04636280647600475
0.6417857694142741;0.04892919655610746;0.6840062111801242;0.0460268081287327
0.6426036372082855;0.047856173231455024;0.6913819875776398;0.044779625910239804
0.6436857643049232;0.04677314288055414;0.6882763975155279;0.04562795773634444
0.6447243315160957;0.04651104570642067;0.7012163561076604;0.04350979530346998
0.6459947952283261;0.04557335292021062;0.7208850931677019;0.041813347232190594
0.6472650262077833;0.04447593994009253;0.7163561076604555;0.0409667966010022
0.648415803327779;0.044162409333657254;0.7217908902691512;0.041377232544987964
0.6496684131029926;0.044149964029474235;0.6995341614906833;0.04335158119868973
0.6508155936310142;0.044496379630216555;0.734860248447205;0.038828043685551136
0.6520589247821572;0.04347002024637576;0.7374482401656315;0.038868416309950575
0.6533004407768277;0.042690024856257475;0.7466356107660456;0.03784526333860729
0.6546707338179302;0.042045466305914325;0.7474120082815735;0.03679135850077306
0.6561387405429462;0.041219175523408105;0.7572463768115942;0.037132466103935585
0.6576278556593977;0.04014063813662696;0.7554347826086957;0.03620565632371691
0.6594689796998758;0.037866591531029004;0.7864906832298137;0.03259982633660885
0.6614308750698938;0.03650084480707101;0.7827380952380952;0.03222557747115692
0.6633542487117695;0.03648945201199931;0.7910196687370601;0.03177194378973133
0.6654155128648899;0.0355536925528094;0.8020186335403727;0.03042110040837872
0.667448432927405;0.03509620347022546;0.7983954451345756;0.031398463292398315
0.6693316783489097;0.03515084934887996;0.792572463768116;0.031056791699181
0.6713036973274308;0.03440399811315899;0.805383022774327;0.030678770832204515
0.6732614271135461;0.034193607834907616;0.807324016563147;0.029690029113081055
0.6751753436471479;0.03384927732179469;0.8119824016563147;0.029585753742983376
0.6770460150571131;0.033464212959916605;0.8084886128364389;0.030385791357822607
0.6789191903716189;0.03296323303231894;0.7783385093167702;0.03312895862736564
0.68072147271631;0.033331348749336055;0.8256987577639752;0.028359469768685707
0.6824706604691029;0.03275980552037557;0.8192287784679089;0.029714456293731928
0.6842478339174456;0.03257960580562087;0.8319099378881988;0.029409328495840662
0.6859872993050564;0.03213951305552992;0.802924430641822;0.02994255645983461
0.687766488876302;0.031363798692718006;0.8088768115942029;0.029477660763549848
0.6895056454487687;0.03169437252692994;0.8263457556935818;0.028491626446391794
0.6911779022356607;0.03199631278475636;0.8183229813664596;0.028853157683667065
0.6928915150420637;0.03149269420705805;0.8135351966873706;0.028952598767490057
0.6944170931612521;0.0315042415857199;0.8190993788819876;0.02929834524790446
0.6959458594766941;0.031272214130901754;0.808100414078675;0.029624088873168912
0.6974353149878851;0.031150714749603813;0.828027950310559;0.02788324562994682
0.6989381961336577;0.03091111243339807;0.8091356107660456;0.029970448511396196
0.7004552741994332;0.031157735861385257;0.822851966873706;0.028558834891199418
0.7018929560401523;0.030558422377559347;0.8246635610766045;0.027804478446183646
0.7033103104334045;0.0310146731935221;0.828027950310559;0.02705162126854386
0.704765023398201;0.030272221352289956;0.8163819875776398;0.02776450947251009
0.7061474891498257;0.030300097764872965;0.8110766045548654;0.029857763899085316
0.7075154941703801;0.029967707532495724;0.8271221532091098;0.02806174292134634
0.7088699863707166;0.0297741573057326;0.8264751552795031;0.027989250391829704
0.7102038543389357;0.02982744872947209;0.8092650103519669;0.029178853666382856
0.7114668021680217;0.030548358542084507;0.8146997929606625;0.029163419802173757
0.7127782938608016;0.02923605052139204;0.8119824016563147;0.029012523679251688
0.7140311310141918;0.029128251011219353;0.8092650103519669;0.029014125223393025
0.7153117555433389;0.028868054561287954;0.8137939958592133;0.02811113628221379
0.7164969420898839;0.02951019324472528;0.8144409937888198;0.028954632728752018
0.7177149353672075;0.02900595315137292;0.8346273291925466;0.02786397050553258
0.7188296516567546;0.029336159873312787;0.8264751552795031;0.028446307500311428
0.7199459349878073;0.029281978550544038;0.8153467908902691;0.02787789112577836
0.7210655359409255;0.028672832286281286;0.8154761904761905;0.029102542157541367
0.7221698019011104;0.02901914485257316;0.8183229813664596;0.028460341478711453
0.7232440657591764;0.029001859941511093;0.8211697722567287;0.028896834228889667
0.7243657114304537;0.027944915638540253;0.8256987577639752;0.027872661037532533
0.7254769558781291;0.028766638601512136;0.832815734989648;0.027794204463345417
0.7264882904301252;0.028799249559954228;0.8165113871635611;0.029079365334810987
0.7275471751687436;0.028115970130452764;0.822463768115942;0.02865482451043267
0.7285812163449702;0.028020144936358817;0.8317805383022775;0.027035903823359506
0.729596141416068;0.027605165499683202;0.8206521739130435;0.028167849065789927
0.7305954797193115;0.027941973913298498;0.8338509316770186;0.027096491300271475
0.7316085799584632;0.0272219203611273;0.8144409937888198;0.029243620028179408
