train_acc;train_loss;test_acc;test_class_acc;test_loss
0.565529379907934;0.08574265157246261;0.5555555555555555;0.4732860547567395;0.08562497343077805
0.6153533712428919;0.08477680601908308;0.6685606060606061;0.5192022349438616;0.08429814799867495
0.6655158407798538;0.08286941825810631;0.6660353535353536;0.5072880661543451;0.08284741978753697
0.6731654481451396;0.08198407924181722;0.6742424242424242;0.49957829961919525;0.082628926845512
0.6751286217167615;0.08135919407740805;0.6729797979797978;0.592555760495938;0.07929160216390485
0.6510966693744923;0.07959108110350731;0.6811868686868686;0.5897896898348886;0.07773447401746354
0.677497969130788;0.07743609786857211;0.6912878787878788;0.6184922557948873;0.07650076631795276
0.6743839696723531;0.07705114030944593;0.6830808080808081;0.6111085819056109;0.07669759474017403
0.6824397508800434;0.07639149195115698;0.6603535353535352;0.5858479903934447;0.07888416738973723
0.6809504467912266;0.07608262087975179;0.6906565656565657;0.6383688227524039;0.07588424936237961
0.6963850528025995;0.07585756187192214;0.7007575757575758;0.599034192267606;0.07773586505591268
0.6957757920389926;0.07550301856785989;0.7159090909090909;0.6499613966537136;0.07432204703188906
0.706065529379908;0.07482369434248946;0.710858585858586;0.6197327551616408;0.07549355720931833
0.6976035743298131;0.0747945841550181;0.7121212121212122;0.6481464881111771;0.07388794644161908
0.6968589222854048;0.0740989753504621;0.6553030303030303;0.5646186192279941;0.08006065816740797
0.7018683996750609;0.07443559614664427;0.7013888888888888;0.64692232528649;0.07367647774141244
0.7162875710804224;0.07333530302342926;0.7152777777777777;0.6661504160510393;0.07299821379810872
0.7181153533712429;0.07320365747343521;0.7297979797979799;0.6544027694708228;0.07238701072455657
0.7135797454643922;0.07371102283557106;0.6900252525252526;0.6388931374987247;0.07482849441543975
0.7111427024099648;0.07364660683556062;0.6085858585858587;0.573980852129676;0.07874396187488479
0.7156783103168156;0.07332796919752801;0.7266414141414141;0.625708733820409;0.0744002636409167
0.7209585702680747;0.07334216963272694;0.745580808080808;0.6648927049671562;0.07285720234115918
0.7219063092336854;0.07305034042309048;0.7140151515151515;0.6572858730892556;0.07327801482093454
0.7249526130517195;0.07261120508402481;0.7304292929292928;0.6635403964668408;0.07192623543769422
0.7263065258597345;0.07212738267647416;0.7348484848484849;0.666721506840115;0.0714731447473921
0.7143920931492012;0.07283829788033215;0.7178030303030303;0.6618128540636512;0.07239443443790831
0.725088004332521;0.07231496836444092;0.7417929292929292;0.6803960089866866;0.07174140982555621
0.7284727863525589;0.07255916855371408;0.734848484848485;0.6667724867724866;0.07276550654058504
0.7265773084213376;0.0721400228902532;0.7392676767676766;0.6667128798781139;0.07227783130876946
0.7302328730029786;0.07241480993937102;0.7190656565656566;0.644150638923366;0.07341329362055268
0.7307067424857839;0.07179092161056634;0.7247474747474747;0.6511365173652104;0.07311787610553731
0.7338207419442189;0.07163861400791702;0.7430555555555556;0.6384628966487629;0.07360100166665183
0.7355808285946385;0.07173045681634592;0.7127525252525253;0.6486013433726446;0.07407451180195568
0.7313836988897915;0.07192227827746898;0.7253787878787878;0.6418043058902743;0.07329930989730238
0.7277281343081505;0.07191193425552014;0.7493686868686869;0.6740614807959767;0.07229641531452988
0.7264419171405362;0.07249088404108212;0.73989898989899;0.658243569726067;0.07225537190985198
0.7383563498510696;0.07172570965197053;0.7001262626262627;0.6554010745512721;0.07207047367336775
0.735174654752234;0.07152070754251323;0.735479797979798;0.6476739921815678;0.07404842728165666
0.7391686975358787;0.07118976610328924;0.7531565656565656;0.6876089825690795;0.07003670268588597
0.7289466558353641;0.07164470827602107;0.7190656565656565;0.6863211608999507;0.07122460925819898
0.7339561332250203;0.0714800516196429;0.7196969696969697;0.6378469693451405;0.07349017634987831
0.7364608719198483;0.07162931786339899;0.7424242424242424;0.6655232831992781;0.07218048123247696
0.735174654752234;0.07151240717182634;0.7279040404040404;0.6513985541642838;0.07274033832881185
0.737408610885459;0.0710930792951416;0.7361111111111112;0.6562175670765813;0.07307654427308025
0.7364608719198484;0.07155733864196301;0.7380050505050504;0.692704951843582;0.07099533171364755
0.7328053073382075;0.07203038309735356;0.7196969696969697;0.6626173931287567;0.07252742617268755
0.7361900893582454;0.07142876623946778;0.7184343434343434;0.6290915189571967;0.0730362149952638
0.7330083942594098;0.07141396278564409;0.7114898989898991;0.6633778029293295;0.0725212184091409
0.7377470890874628;0.07121999877492641;0.7146464646464648;0.6479261620482993;0.07264074747159023
0.7406580016246954;0.07088038159786153;0.7487373737373737;0.6633591392824346;0.07128273586582656
